|dates|Burnett_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Burnett_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Burnett_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Burnett_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Burnett_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Burnett_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Burnett_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Burnett_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-02|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-03|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-04|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-05|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-06|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-07|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-08|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-09|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-10|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-11|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-12|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-13|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-14|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-15|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-16|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-17|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-18|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-19|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-20|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-21|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-22|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-23|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-24|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-25|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-26|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-27|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-28|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-29|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-30|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-01-31|6496.5|0|484.0|0|6.933600744932312|0|6980.5|0
0|2020-02-01|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-02|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-03|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-04|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-05|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-06|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-07|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-08|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-09|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-10|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-11|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-12|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-13|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-14|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-15|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-16|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-17|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-18|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-19|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-20|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-21|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-22|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-23|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-24|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-25|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-26|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
0|2020-02-27|6428.0|0|528.0|0|7.590569292696952|0|6956.0|0
