|dates|Montcalm_Michigan_UnitedStates.AveragePrecipitationTotal.data|Montcalm_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Montcalm_Michigan_UnitedStates.AveragePrecipitation.data|Montcalm_Michigan_UnitedStates.AveragePrecipitation.missing|Montcalm_Michigan_UnitedStates.AverageWindDirection.data|Montcalm_Michigan_UnitedStates.AverageWindDirection.missing|Montcalm_Michigan_UnitedStates.AverageWindSpeed.data|Montcalm_Michigan_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|6|0.0|6|248.58333333333334|0|8.572916666666666|0
