|dates|Jennings_Indiana_UnitedStates.AveragePrecipitationTotal.data|Jennings_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Jennings_Indiana_UnitedStates.AveragePrecipitation.data|Jennings_Indiana_UnitedStates.AveragePrecipitation.missing|Jennings_Indiana_UnitedStates.AverageWindDirection.data|Jennings_Indiana_UnitedStates.AverageWindDirection.missing|Jennings_Indiana_UnitedStates.AverageWindSpeed.data|Jennings_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|8|0.0|8|304.2638888888889|0|9.75|0
