|dates|Clackamas_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clackamas_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clackamas_Oregon_UnitedStates.Male_Total_Population.data|Clackamas_Oregon_UnitedStates.Male_Total_Population.missing|Clackamas_Oregon_UnitedStates.Female_Total_Population.data|Clackamas_Oregon_UnitedStates.Female_Total_Population.missing|Clackamas_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Clackamas_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|75318.0|0|205076.0|0|210999.0|0|89515.0|0
