|dates|Putnam_Georgia_UnitedStates.BLS_EmployedPopulation.data|Putnam_Georgia_UnitedStates.BLS_EmployedPopulation.missing|Putnam_Georgia_UnitedStates.BLS_UnemployedPopulation.data|Putnam_Georgia_UnitedStates.BLS_UnemployedPopulation.missing|Putnam_Georgia_UnitedStates.BLS_UnemploymentRate.data|Putnam_Georgia_UnitedStates.BLS_UnemploymentRate.missing|Putnam_Georgia_UnitedStates.BLS_LaborForcePopulation.data|Putnam_Georgia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-02|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-03|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-04|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-05|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-06|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-07|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-08|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-09|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-10|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-11|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-12|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-13|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-14|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-15|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-16|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-17|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-18|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-19|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-20|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-21|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-22|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-23|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-24|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-25|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-26|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-27|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-28|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-29|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-30|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-01-31|8028.5|0|366.5|0|4.365693865396069|0|8395.0|0
0|2020-02-01|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-02|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-03|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-04|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-05|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-06|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-07|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-08|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-09|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-10|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-11|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-12|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-13|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-14|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-15|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-16|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-17|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-18|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-19|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-20|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-21|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-22|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-23|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-24|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-25|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
0|2020-02-26|8045.0|0|347.5|0|4.140601727733095|0|8392.5|0
