|dates|CapeGirardeau_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|CapeGirardeau_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|CapeGirardeau_Missouri_UnitedStates.Male_Total_Population.data|CapeGirardeau_Missouri_UnitedStates.Male_Total_Population.missing|CapeGirardeau_Missouri_UnitedStates.Female_Total_Population.data|CapeGirardeau_Missouri_UnitedStates.Female_Total_Population.missing|CapeGirardeau_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|CapeGirardeau_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13279.0|0|38191.0|0|40562.0|0|16776.0|0
