|dates|Clark_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clark_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clark_SouthDakota_UnitedStates.Male_Total_Population.data|Clark_SouthDakota_UnitedStates.Male_Total_Population.missing|Clark_SouthDakota_UnitedStates.Female_Total_Population.data|Clark_SouthDakota_UnitedStates.Female_Total_Population.missing|Clark_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Clark_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|791.0|0|1925.0|0|1814.0|0|966.0|0
