|dates|Pierce_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pierce_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pierce_Georgia_UnitedStates.Male_Total_Population.data|Pierce_Georgia_UnitedStates.Male_Total_Population.missing|Pierce_Georgia_UnitedStates.Female_Total_Population.data|Pierce_Georgia_UnitedStates.Female_Total_Population.missing|Pierce_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Pierce_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3302.0|0|9586.0|0|9803.0|0|4807.0|0
