|dates|Lynchburg_Virginia_UnitedStates.BLS_EmployedPopulation.data|Lynchburg_Virginia_UnitedStates.BLS_EmployedPopulation.missing|Lynchburg_Virginia_UnitedStates.BLS_UnemployedPopulation.data|Lynchburg_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|Lynchburg_Virginia_UnitedStates.BLS_UnemploymentRate.data|Lynchburg_Virginia_UnitedStates.BLS_UnemploymentRate.missing|Lynchburg_Virginia_UnitedStates.BLS_LaborForcePopulation.data|Lynchburg_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-02|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-03|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-04|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-05|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-06|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-07|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-08|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-09|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-10|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-11|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-12|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-13|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-14|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-15|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-16|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-17|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-18|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
0|2020-01-19|35208.0|0|1354.0|0|3.7032985066462447|0|36562.0|0
