|dates|Bradley_Arkansas_UnitedStates.BLS_EmployedPopulation.data|Bradley_Arkansas_UnitedStates.BLS_EmployedPopulation.missing|Bradley_Arkansas_UnitedStates.BLS_UnemployedPopulation.data|Bradley_Arkansas_UnitedStates.BLS_UnemployedPopulation.missing|Bradley_Arkansas_UnitedStates.BLS_UnemploymentRate.data|Bradley_Arkansas_UnitedStates.BLS_UnemploymentRate.missing|Bradley_Arkansas_UnitedStates.BLS_LaborForcePopulation.data|Bradley_Arkansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-02|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-03|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-04|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-05|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-06|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-07|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-08|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-09|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-10|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-11|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-12|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-13|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-14|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-15|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-16|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-17|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-18|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-19|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-20|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-21|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-22|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-23|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-24|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-25|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-26|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-27|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-28|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-29|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-30|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-01-31|4279.5|0|208.5|0|4.64572192513369|0|4488.0|0
0|2020-02-01|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-02|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-03|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-04|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-05|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-06|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-07|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-08|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-09|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-10|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-11|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-12|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-13|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-14|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-15|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-16|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-17|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-18|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-19|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-20|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-21|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-22|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-23|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-24|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-25|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-26|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-27|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-28|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-02-29|4315.0|0|198.0|0|4.387325504099269|0|4513.0|0
0|2020-03-01|4245.0|0|225.0|0|5.033557046979865|0|4470.0|0
0|2020-03-02|4245.0|0|225.0|0|5.033557046979865|0|4470.0|0
0|2020-03-03|4245.0|0|225.0|0|5.033557046979865|0|4470.0|0
0|2020-03-04|4245.0|0|225.0|0|5.033557046979865|0|4470.0|0
0|2020-03-05|4245.0|0|225.0|0|5.033557046979865|0|4470.0|0
0|2020-03-06|4245.0|0|225.0|0|5.033557046979865|0|4470.0|0
0|2020-03-07|4245.0|0|225.0|0|5.033557046979865|0|4470.0|0
0|2020-03-08|4245.0|0|225.0|0|5.033557046979865|0|4470.0|0
0|2020-03-09|4245.0|0|225.0|0|5.033557046979865|0|4470.0|0
0|2020-03-10|4245.0|0|225.0|0|5.033557046979865|0|4470.0|0
0|2020-03-11|4245.0|0|225.0|0|5.033557046979865|0|4470.0|0
0|2020-03-12|4245.0|0|225.0|0|5.033557046979865|0|4470.0|0
0|2020-03-13|4245.0|0|225.0|0|5.033557046979865|0|4470.0|0
0|2020-03-14|4245.0|0|225.0|0|5.033557046979865|0|4470.0|0
0|2020-03-15|4245.0|0|225.0|0|5.033557046979865|0|4470.0|0
