|dates|JeffersonDavis_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|JeffersonDavis_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|JeffersonDavis_Louisiana_UnitedStates.Male_Total_Population.data|JeffersonDavis_Louisiana_UnitedStates.Male_Total_Population.missing|JeffersonDavis_Louisiana_UnitedStates.Female_Total_Population.data|JeffersonDavis_Louisiana_UnitedStates.Female_Total_Population.missing|JeffersonDavis_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|JeffersonDavis_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5159.0|0|15468.0|0|16114.0|0|8117.0|0
