|dates|Mahaska_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mahaska_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mahaska_Iowa_UnitedStates.Male_Total_Population.data|Mahaska_Iowa_UnitedStates.Male_Total_Population.missing|Mahaska_Iowa_UnitedStates.Female_Total_Population.data|Mahaska_Iowa_UnitedStates.Female_Total_Population.missing|Mahaska_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Mahaska_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4027.0|0|11143.0|0|10857.0|0|5266.0|0
