|dates|Berrien_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Berrien_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Berrien_Georgia_UnitedStates.Male_Total_Population.data|Berrien_Georgia_UnitedStates.Male_Total_Population.missing|Berrien_Georgia_UnitedStates.Female_Total_Population.data|Berrien_Georgia_UnitedStates.Female_Total_Population.missing|Berrien_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Berrien_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3292.0|0|9454.0|0|9798.0|0|4665.0|0
