|dates|Laramie_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Laramie_Wyoming_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Laramie_Wyoming_UnitedStates.Male_Total_Population.data|Laramie_Wyoming_UnitedStates.Male_Total_Population.missing|Laramie_Wyoming_UnitedStates.Female_Total_Population.data|Laramie_Wyoming_UnitedStates.Female_Total_Population.missing|Laramie_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.data|Laramie_Wyoming_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15864.0|0|50170.0|0|48806.0|0|23032.0|0
