|dates|McMullen_Texas_UnitedStates.JHU_ConfirmedCases.data|McMullen_Texas_UnitedStates.JHU_ConfirmedCases.missing|McMullen_Texas_UnitedStates.NYT_ConfirmedCases.data|McMullen_Texas_UnitedStates.NYT_ConfirmedCases.missing|McMullen_Texas_UnitedStates.JHU_ConfirmedDeaths.data|McMullen_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|McMullen_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|McMullen_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|98.0|0|0.0|100|5.0|0|0.0|100
