|dates|Henry_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Henry_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Henry_Illinois_UnitedStates.Male_Total_Population.data|Henry_Illinois_UnitedStates.Male_Total_Population.missing|Henry_Illinois_UnitedStates.Female_Total_Population.data|Henry_Illinois_UnitedStates.Female_Total_Population.missing|Henry_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Henry_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9981.0|0|24469.0|0|24621.0|0|10977.0|0
