|dates|Uintah_Utah_UnitedStates.BLS_EmployedPopulation.data|Uintah_Utah_UnitedStates.BLS_EmployedPopulation.missing|Uintah_Utah_UnitedStates.BLS_UnemployedPopulation.data|Uintah_Utah_UnitedStates.BLS_UnemployedPopulation.missing|Uintah_Utah_UnitedStates.BLS_UnemploymentRate.data|Uintah_Utah_UnitedStates.BLS_UnemploymentRate.missing|Uintah_Utah_UnitedStates.BLS_LaborForcePopulation.data|Uintah_Utah_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-02|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-03|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-04|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-05|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-06|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-07|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-08|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-09|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-10|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-11|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-12|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-13|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-14|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-15|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-16|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-17|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-18|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-19|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-20|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-21|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-22|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-23|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-24|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-25|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-26|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-27|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-28|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-29|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-30|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-01-31|12715.0|0|718.0|0|5.3450457827737665|0|13433.0|0
0|2020-02-01|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-02|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-03|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-04|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-05|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-06|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-07|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-08|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-09|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-10|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-11|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-12|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-13|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-14|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-15|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-16|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-17|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-18|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-19|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-20|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-21|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-22|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-23|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-24|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-25|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-26|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-27|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-28|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-02-29|12636.5|0|741.0|0|5.5391515604559896|0|13377.5|0
0|2020-03-01|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-02|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-03|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-04|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-05|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-06|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-07|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-08|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-09|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-10|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-11|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-12|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-13|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-14|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-15|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-16|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-17|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-18|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-19|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-20|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-21|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-22|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-23|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-24|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-25|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-26|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-27|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-28|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-29|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-30|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-03-31|12527.5|0|912.0|0|6.7859667398340715|0|13439.5|0
0|2020-04-01|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-02|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-03|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-04|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-05|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-06|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-07|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-08|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-09|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-10|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-11|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-12|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-13|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-14|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-15|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-16|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-17|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-18|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-19|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-20|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-21|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-22|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-23|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-24|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-25|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-26|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-27|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-28|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-29|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-04-30|11698.5|0|2221.5|0|15.95905172413793|0|13920.0|0
0|2020-05-01|11670.0|0|1675.0|0|12.551517422255527|0|13345.0|0
0|2020-05-02|11670.0|0|1675.0|0|12.551517422255527|0|13345.0|0
0|2020-05-03|11670.0|0|1675.0|0|12.551517422255527|0|13345.0|0
0|2020-05-04|11670.0|0|1675.0|0|12.551517422255527|0|13345.0|0
0|2020-05-05|11670.0|0|1675.0|0|12.551517422255527|0|13345.0|0
0|2020-05-06|11670.0|0|1675.0|0|12.551517422255527|0|13345.0|0
0|2020-05-07|11670.0|0|1675.0|0|12.551517422255527|0|13345.0|0
0|2020-05-08|11670.0|0|1675.0|0|12.551517422255527|0|13345.0|0
0|2020-05-09|11670.0|0|1675.0|0|12.551517422255527|0|13345.0|0
0|2020-05-10|11670.0|0|1675.0|0|12.551517422255527|0|13345.0|0
0|2020-05-11|11670.0|0|1675.0|0|12.551517422255527|0|13345.0|0
0|2020-05-12|11670.0|0|1675.0|0|12.551517422255527|0|13345.0|0
0|2020-05-13|11670.0|0|1675.0|0|12.551517422255527|0|13345.0|0
0|2020-05-14|11670.0|0|1675.0|0|12.551517422255527|0|13345.0|0
0|2020-05-15|11670.0|0|1675.0|0|12.551517422255527|0|13345.0|0
