|dates|Ogemaw_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ogemaw_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ogemaw_Michigan_UnitedStates.Male_Total_Population.data|Ogemaw_Michigan_UnitedStates.Male_Total_Population.missing|Ogemaw_Michigan_UnitedStates.Female_Total_Population.data|Ogemaw_Michigan_UnitedStates.Female_Total_Population.missing|Ogemaw_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Ogemaw_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5414.0|0|10439.0|0|10513.0|0|3880.0|0
