|dates|Kanabec_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kanabec_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kanabec_Minnesota_UnitedStates.Male_Total_Population.data|Kanabec_Minnesota_UnitedStates.Male_Total_Population.missing|Kanabec_Minnesota_UnitedStates.Female_Total_Population.data|Kanabec_Minnesota_UnitedStates.Female_Total_Population.missing|Kanabec_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Kanabec_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3324.0|0|8159.0|0|8048.0|0|3490.0|0
