|dates|Eureka_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Eureka_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Eureka_Nevada_UnitedStates.Male_Total_Population.data|Eureka_Nevada_UnitedStates.Male_Total_Population.missing|Eureka_Nevada_UnitedStates.Female_Total_Population.data|Eureka_Nevada_UnitedStates.Female_Total_Population.missing|Eureka_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Eureka_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|326.0|0|1058.0|0|945.0|0|476.0|0
