|dates|KitCarson_Colorado_UnitedStates.BLS_EmployedPopulation.data|KitCarson_Colorado_UnitedStates.BLS_EmployedPopulation.missing|KitCarson_Colorado_UnitedStates.BLS_UnemployedPopulation.data|KitCarson_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|KitCarson_Colorado_UnitedStates.BLS_UnemploymentRate.data|KitCarson_Colorado_UnitedStates.BLS_UnemploymentRate.missing|KitCarson_Colorado_UnitedStates.BLS_LaborForcePopulation.data|KitCarson_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-02-10|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-11|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-12|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-13|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-14|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-15|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-16|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-17|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-18|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-19|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-20|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-21|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-22|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-23|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-24|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-25|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-26|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-27|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-28|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-02-29|4142.0|0|81.0|0|1.918067724366564|0|4223.0|0
0|2020-03-01|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-02|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-03|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-04|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-05|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-06|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-07|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-08|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-09|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-10|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-11|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-12|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-13|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-14|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-15|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-16|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-17|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-18|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-19|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-20|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-21|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-22|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-23|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-24|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-25|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-26|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-27|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-28|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-29|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-30|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-03-31|3710.5|0|137.5|0|3.573284823284823|0|3848.0|0
0|2020-04-01|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-02|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-03|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-04|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-05|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-06|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-07|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-08|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-09|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-10|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-11|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-12|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-13|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-14|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-15|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-16|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-17|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-18|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-19|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-20|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-21|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-22|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-23|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-24|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-25|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-26|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-27|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-28|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-29|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-04-30|3733.5|0|144.5|0|3.7261474987106755|0|3878.0|0
0|2020-05-01|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-02|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-03|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-04|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-05|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-06|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-07|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-08|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-09|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-10|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-11|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-12|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-13|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-14|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-15|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-16|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-17|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-18|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-19|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-20|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-21|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-22|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-23|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-24|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-25|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-26|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-27|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-28|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-29|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-30|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-05-31|3996.0|0|136.0|0|3.291384317521781|0|4132.0|0
0|2020-06-01|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-02|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-03|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-04|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-05|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-06|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-07|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-08|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-09|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-10|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-11|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-12|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-13|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-14|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-15|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-16|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-17|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-18|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-19|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-20|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-21|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-22|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-23|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-24|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-25|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-26|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-27|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-28|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-29|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-06-30|4025.0|0|183.0|0|4.348859315589354|0|4208.0|0
0|2020-07-01|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-02|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-03|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-04|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-05|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-06|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-07|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-08|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-09|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-10|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-11|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-12|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-13|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-14|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-15|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-16|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-17|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-18|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-19|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-20|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-21|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-22|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-23|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-24|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-25|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-26|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-27|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-28|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-29|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-30|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-07-31|4186.0|0|109.0|0|2.5378346915017462|0|4295.0|0
0|2020-08-01|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-02|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-03|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-04|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-05|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-06|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-07|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-08|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-09|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-10|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-11|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-12|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-13|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-14|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-15|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-16|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-17|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-18|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-19|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-20|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-21|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-22|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-23|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-24|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-25|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-26|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-27|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-28|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-29|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-30|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-08-31|4012.0|0|101.0|0|2.4556284950158034|0|4113.0|0
0|2020-09-01|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-02|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-03|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-04|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-05|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-06|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-07|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-08|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-09|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-10|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-11|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-12|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-13|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-14|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-15|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-16|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-17|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-18|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-19|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-20|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-21|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-22|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-23|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-24|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-25|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-26|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-27|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-28|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-29|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-09-30|4067.0|0|103.0|0|2.470023980815348|0|4170.0|0
0|2020-10-01|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-02|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-03|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-04|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-05|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-06|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-07|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-08|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-09|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-10|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-11|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-12|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-13|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-14|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-15|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-16|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-17|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-18|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-19|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-20|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-21|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-22|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-23|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-24|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-25|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-26|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-27|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-28|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-29|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-30|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-10-31|4624.0|0|108.0|0|2.2823330515638207|0|4732.0|0
0|2020-11-01|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-02|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-03|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-04|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-05|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-06|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-07|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-08|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-09|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-10|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-11|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-12|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-13|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-14|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-15|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-16|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-17|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-18|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-19|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-20|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-21|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-22|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-23|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-24|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-25|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-26|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-27|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-28|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-29|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-11-30|4214.0|0|124.0|0|2.8584601198709083|0|4338.0|0
0|2020-12-01|4412.0|0|128.0|0|2.8193832599118944|0|4540.0|0
0|2020-12-02|4412.0|0|128.0|0|2.8193832599118944|0|4540.0|0
0|2020-12-03|4412.0|0|128.0|0|2.8193832599118944|0|4540.0|0
0|2020-12-04|4412.0|0|128.0|0|2.8193832599118944|0|4540.0|0
0|2020-12-05|4412.0|0|128.0|0|2.8193832599118944|0|4540.0|0
