|dates|Faribault_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Faribault_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Faribault_Minnesota_UnitedStates.Male_Total_Population.data|Faribault_Minnesota_UnitedStates.Male_Total_Population.missing|Faribault_Minnesota_UnitedStates.Female_Total_Population.data|Faribault_Minnesota_UnitedStates.Female_Total_Population.missing|Faribault_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Faribault_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3140.0|0|6875.0|0|6883.0|0|3049.0|0
