|dates|Scott_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Scott_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Scott_Minnesota_UnitedStates.Male_Total_Population.data|Scott_Minnesota_UnitedStates.Male_Total_Population.missing|Scott_Minnesota_UnitedStates.Female_Total_Population.data|Scott_Minnesota_UnitedStates.Female_Total_Population.missing|Scott_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|Scott_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16035.0|0|73440.0|0|73941.0|0|40458.0|0
