|dates|Clarke_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clarke_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clarke_Georgia_UnitedStates.Male_Total_Population.data|Clarke_Georgia_UnitedStates.Male_Total_Population.missing|Clarke_Georgia_UnitedStates.Female_Total_Population.data|Clarke_Georgia_UnitedStates.Female_Total_Population.missing|Clarke_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Clarke_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13959.0|0|60322.0|0|67008.0|0|21989.0|0
