|dates|Wyoming_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Wyoming_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Wyoming_WestVirginia_UnitedStates.Male_Total_Population.data|Wyoming_WestVirginia_UnitedStates.Male_Total_Population.missing|Wyoming_WestVirginia_UnitedStates.Female_Total_Population.data|Wyoming_WestVirginia_UnitedStates.Female_Total_Population.missing|Wyoming_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Wyoming_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4411.0|0|10274.0|0|10512.0|0|4217.0|0
