|dates|Fredericksburg_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fredericksburg_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fredericksburg_Virginia_UnitedStates.Male_Total_Population.data|Fredericksburg_Virginia_UnitedStates.Male_Total_Population.missing|Fredericksburg_Virginia_UnitedStates.Female_Total_Population.data|Fredericksburg_Virginia_UnitedStates.Female_Total_Population.missing|Fredericksburg_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Fredericksburg_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3250.0|0|13450.0|0|15694.0|0|6097.0|0
