|dates|Jefferson_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Oklahoma_UnitedStates.Male_Total_Population.data|Jefferson_Oklahoma_UnitedStates.Male_Total_Population.missing|Jefferson_Oklahoma_UnitedStates.Female_Total_Population.data|Jefferson_Oklahoma_UnitedStates.Female_Total_Population.missing|Jefferson_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1307.0|0|3062.0|0|3061.0|0|1478.0|0
