|dates|Taylor_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Taylor_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Taylor_Texas_UnitedStates.Male_Total_Population.data|Taylor_Texas_UnitedStates.Male_Total_Population.missing|Taylor_Texas_UnitedStates.Female_Total_Population.data|Taylor_Texas_UnitedStates.Female_Total_Population.missing|Taylor_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Taylor_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19785.0|0|67226.0|0|70414.0|0|33983.0|0
