|dates|OutofKS_Kansas_UnitedStates.AveragePrecipitationTotal.data|OutofKS_Kansas_UnitedStates.AveragePrecipitationTotal.missing|OutofKS_Kansas_UnitedStates.AveragePrecipitation.data|OutofKS_Kansas_UnitedStates.AveragePrecipitation.missing|OutofKS_Kansas_UnitedStates.AverageWindDirection.data|OutofKS_Kansas_UnitedStates.AverageWindDirection.missing|OutofKS_Kansas_UnitedStates.AverageWindSpeed.data|OutofKS_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
