|dates|Doniphan_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Doniphan_Kansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Doniphan_Kansas_UnitedStates.Male_Total_Population.data|Doniphan_Kansas_UnitedStates.Male_Total_Population.missing|Doniphan_Kansas_UnitedStates.Female_Total_Population.data|Doniphan_Kansas_UnitedStates.Female_Total_Population.missing|Doniphan_Kansas_UnitedStates.MaleAndFemale_Under18_Population.data|Doniphan_Kansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1502.0|0|3863.0|0|3819.0|0|1626.0|0
