|dates|Hillsdale_Michigan_UnitedStates.AveragePrecipitationTotal.data|Hillsdale_Michigan_UnitedStates.AveragePrecipitationTotal.missing|Hillsdale_Michigan_UnitedStates.AveragePrecipitation.data|Hillsdale_Michigan_UnitedStates.AveragePrecipitation.missing|Hillsdale_Michigan_UnitedStates.AverageWindDirection.data|Hillsdale_Michigan_UnitedStates.AverageWindDirection.missing|Hillsdale_Michigan_UnitedStates.AverageWindSpeed.data|Hillsdale_Michigan_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|219.16666666666666|0|9.666666666666666|0
0|2020-01-02|0.0|0|0.0|0|199.6875|0|8.484375|0
0|2020-01-03|0.0|0|0.0|0|255.46875|0|4.557291666666667|0
0|2020-01-04|0.0|0|0.0|0|312.1354166666667|0|9.890625|0
0|2020-01-05|0.0|0|0.0|0|236.19791666666666|0|11.322916666666666|0
0|2020-01-06|0.0|0|0.0|0|260.0|0|12.140625|0
0|2020-01-07|0.0|0|0.0|0|179.32291666666666|0|7.291666666666667|0
0|2020-01-08|0.0|0|0.0|0|228.59375|0|11.885416666666666|0
0|2020-01-09|0.0|0|0.0|0|150.9375|0|12.828125|0
0|2020-01-10|0.0|0|0.004895833333333334|0|173.64583333333334|0|7.229166666666667|0
0|2020-01-11|0.024791666666666667|0|0.05187499999999992|0|118.4375|0|11.635416666666666|0
0|2020-01-12|0.014374999999999999|0|0.0|0|177.91666666666666|0|6.380208333333333|0
0|2020-01-13|0.0|0|0.0|0|164.84375|0|5.411458333333333|0
0|2020-01-14|0.0|0|0.0|0|194.94791666666666|0|9.119791666666666|0
0|2020-01-15|0.0|0|0.0|0|166.5625|0|7.802083333333333|0
0|2020-01-16|0.00020833333333333335|0|0.0|0|299.84375|0|15.803819444444443|0
0|2020-01-17|0.0|0|0.0004166666666666667|0|127.5|0|8.151041666666666|0
0|2020-01-18|0.002916666666666667|0|0.004843750000000002|0|191.25|0|16.21875|0
0|2020-01-19|0.0010416666666666667|0|0.0|0|235.20833333333334|0|11.692708333333334|0
0|2020-01-20|0.0|0|0.0|0|195.05208333333334|0|3.5260416666666665|0
0|2020-01-21|0.0|0|0.0|0|232.8125|0|5.552083333333333|0
0|2020-01-22|0.0|0|0.0|0|189.42708333333334|0|8.78125|0
0|2020-01-23|0.0|0|0.0|0|147.60416666666666|0|6.90625|0
0|2020-01-24|0.0|0|0.0020833333333333333|0|98.22916666666667|0|8.4375|0
0|2020-01-25|0.0022916666666666667|0|0.0010416666666666667|0|219.73958333333334|0|7.125|0
0|2020-01-26|0.0|0|0.0|0|255.72916666666666|0|10.484375|0
0|2020-01-27|0.0|0|0.0|0|294.8958333333333|0|8.239583333333334|0
0|2020-01-28|0.0|0|0.0|0|253.07291666666666|0|5.109375|0
0|2020-01-29|0.0|0|0.0|0|59.322916666666664|0|2.0|0
0|2020-01-30|0.0|0|0.0|0|19.114583333333332|0|0.328125|0
0|2020-01-31|0.0|0|0.0|0|86.77083333333333|0|2.078125|0
0|2020-02-01|0.0|0|0.0|0|188.07291666666666|0|6.9375|0
0|2020-02-02|0.0|0|0.0|0|248.33333333333334|0|13.322916666666666|0
0|2020-02-03|0.0|0|0.0|0|119.01041666666667|0|4.75|0
0|2020-02-04|0.0|0|0.0|0|98.125|0|7.421875|0
0|2020-02-05|0.0|0|0.0004166666666666667|0|74.375|0|8.703125|0
0|2020-02-06|0.0004166666666666667|0|0.0|0|151.45833333333334|0|7.385416666666667|0
0|2020-02-07|0.0|0|0.0|0|298.90625|0|9.947916666666666|0
0|2020-02-08|0.0|0|0.0|0|180.98958333333334|0|4.15625|0
0|2020-02-09|0.0|0|0.0008333333333333334|0|178.22916666666666|0|8.645833333333334|0
0|2020-02-10|0.0004166666666666667|0|0.0|0|221.61458333333334|0|4.864583333333333|0
0|2020-02-11|0.0|0|0.0|0|222.8125|0|7.989583333333333|0
0|2020-02-12|0.0|0|0.0016666666666666668|0|156.90972222222223|0|4.211805555555555|0
0|2020-02-13|0.00125|0|0.0|0|257.4479166666667|0|7.6875|0
0|2020-02-14|0.0|0|0.0|0|180.625|0|4.635416666666667|0
0|2020-02-15|0.0|0|0.0|0|188.48958333333334|0|10.494791666666666|0
0|2020-02-16|0.0|0|0.0|0|230.15625|0|6.338541666666667|0
0|2020-02-17|0.0|0|0.0|0|104.32291666666667|0|8.854166666666666|0
0|2020-02-18|0.0|0|0.0|0|247.08333333333334|0|13.96875|0
0|2020-02-19|0.0|0|0.0|0|300.15625|0|11.307291666666666|0
0|2020-02-20|0.0|0|0.0|0|307.88194444444446|0|7.387152777777779|0
0|2020-02-21|0.0|0|0.0|0|238.95833333333334|0|8.921875|0
0|2020-02-22|0.0|0|0.0|0|232.70833333333334|0|10.041666666666666|0
0|2020-02-23|0.0|0|0.0|0|205.52083333333334|0|7.8125|0
0|2020-02-24|0.0|0|0.0026041666666666665|0|118.38541666666667|0|3.703125|0
0|2020-02-25|0.0020833333333333333|0|0.0010416666666666667|0|34.010416666666664|0|10.036458333333334|0
0|2020-02-26|0.000625|0|0.0|0|197.1875|0|11.411458333333334|0
0|2020-02-27|0.0|0|0.0|0|285.8333333333333|0|14.796875|0
0|2020-02-28|0.0|0|0.0|0|274.70486111111114|0|13.222222222222221|0
0|2020-02-29|0.0|0|0.0|0|272.7083333333333|0|9.192708333333334|0
0|2020-03-01|0.0|0|0.0|0|162.8125|0|8.755208333333334|0
0|2020-03-02|0.004791666666666667|0|0.0072916666666666685|0|225.10416666666666|0|8.015625|0
0|2020-03-03|0.0|0|0.0|0|173.22916666666666|0|8.6875|0
0|2020-03-04|0.0|0|0.0|0|274.53125|0|10.411458333333334|0
0|2020-03-05|0.0|0|0.0004166666666666667|0|137.76041666666666|0|7.125|0
0|2020-03-06|0.0004166666666666667|0|0.0|0|306.5625|0|11.182291666666666|0
0|2020-03-07|0.0|0|0.0|0|192.86458333333334|0|5.583333333333333|0
0|2020-03-08|0.0|0|0.0|0|201.25|0|10.338541666666666|0
0|2020-03-09|0.0|0|0.0020833333333333333|0|199.89583333333334|0|11.307291666666666|0
0|2020-03-10|0.004166666666666667|0|0.003229166666666667|0|225.9375|0|10.182291666666666|0
0|2020-03-11|0.0|0|0.0|0|99.11458333333333|0|2.8385416666666665|0
0|2020-03-12|0.0|0|0.0|0|124.16666666666667|0|5.833333333333333|0
0|2020-03-13|0.0|0|0.0|0|274.6875|0|16.84375|0
0|2020-03-14|0.0|0|0.0|0|107.76041666666667|0|3.3229166666666665|0
0|2020-03-15|0.0|0|0.0|0|64.79166666666667|0|7.411458333333333|0
0|2020-03-16|0.0|0|0.0|0|148.17708333333334|0|5.364583333333333|0
0|2020-03-17|0.0|0|0.0|0|244.16666666666666|0|8.40625|0
0|2020-03-18|0.0|0|0.009531250000000005|0|90.72916666666667|0|6.359375|0
0|2020-03-19|0.0075|0|0.007187500000000002|0|101.5625|0|7.432291666666667|0
0|2020-03-20|0.005625000000000001|0|0.0004166666666666667|0|280.6770833333333|0|16.760416666666668|0
0|2020-03-21|0.0|0|0.0|0|75.67708333333333|0|5.03125|0
0|2020-03-22|0.0|0|0.0011458333333333331|0|80.15625|0|7.421875|0
0|2020-03-23|0.0020833333333333333|0|0.0016666666666666668|0|176.09375|0|4.604166666666667|0
0|2020-03-24|0.0|0|0.0|0|68.33333333333333|0|4.442708333333333|0
0|2020-03-25|0.0|0|0.0|0|123.125|0|3.8958333333333335|0
0|2020-03-26|0.0|0|0.0030208333333333337|0|191.66666666666666|0|6.208333333333333|0
0|2020-03-27|0.0025|0|0.0067708333333333336|0|78.28125|0|7.067708333333333|0
0|2020-03-28|0.006666666666666667|0|0.007604166666666666|0|98.85416666666667|0|9.364583333333334|0
0|2020-03-29|0.007291666666666666|0|0.0062499999999999995|0|208.75|0|15.578125|0
0|2020-03-30|0.00020833333333333335|0|0.0|0|281.71875|0|14.583333333333334|0
0|2020-03-31|0.0|0|0.0|0|187.29166666666666|0|6.140625|0
0|2020-04-01|0.0|0|0.0|0|274.0625|0|5.21875|0
0|2020-04-02|0.0|0|0.0|0|183.54166666666666|0|4.005208333333333|0
0|2020-04-03|0.0|0|0.0|0|99.3576388888889|0|2.9947916666666665|0
0|2020-04-04|0.0|0|0.0003125|0|219.21875|0|7.0|0
0|2020-04-05|0.00020833333333333335|0|0.0|0|165.72916666666666|0|5.5625|0
0|2020-04-06|0.0|0|0.0|0|120.52083333333333|0|4.552083333333333|0
0|2020-04-07|0.0025|0|0.03265625|0|179.58333333333334|0|7.859375|0
0|2020-04-08|0.023749999999999997|0|0.0022395833333333334|0|292.5|0|7.791666666666667|0
0|2020-04-09|0.0016666666666666668|0|0.0|0|275.8333333333333|0|16.625|0
0|2020-04-10|0.0|0|0.0|0|276.1458333333333|0|13.234375|0
0|2020-04-11|0.0|0|0.0|0|164.79166666666666|0|6.026041666666667|0
0|2020-04-12|0.000625|0|0.0031250000000000006|0|155.36458333333334|0|8.239583333333334|0
0|2020-04-13|0.0027083333333333334|0|0.002083333333333334|0|245.9375|0|15.791666666666666|0
0|2020-04-14|0.0|0|0.0|0|237.65625|0|9.072916666666666|0
0|2020-04-15|0.0|0|0.0018750000000000006|0|210.0|0|6.078125|0
0|2020-04-16|0.0014583333333333334|0|0.0|0|215.20833333333334|0|7.34375|0
0|2020-04-17|0.000625|0|0.004583333333333335|0|150.83333333333334|0|5.255208333333333|0
0|2020-04-18|0.002916666666666667|0|0.0|0|239.84375|0|9.291666666666666|0
0|2020-04-19|0.0|0|0.0|0|236.77083333333334|0|10.651041666666666|0
0|2020-04-20|0.0|0|0.0|0|174.32291666666666|0|9.036458333333334|0
0|2020-04-21|0.0020833333333333333|0|0.003333333333333334|0|287.34375|0|18.489583333333332|0
0|2020-04-22|0.0|0|0.001875|0|66.82291666666667|0|4.609375|0
0|2020-04-23|0.0014583333333333334|0|0.00010416666666666667|0|94.21875|0|8.489583333333334|0
0|2020-04-24|0.0|0|0.0|0|166.61458333333334|0|3.7083333333333335|0
0|2020-04-25|0.0|0|0.015989583333333342|0|56.822916666666664|0|7.947916666666667|0
0|2020-04-26|0.010625|0|0.0|0|162.76041666666666|0|10.739583333333334|0
0|2020-04-27|0.0|0|0.0003125|0|131.66666666666666|0|4.859375|0
0|2020-04-28|0.000625|0|0.00010416666666666667|0|155.88541666666666|0|7.125|0
0|2020-04-29|0.0010416666666666667|0|0.007395833333333334|0|162.55208333333334|0|9.46875|0
0|2020-04-30|0.005416666666666667|0|0.0029166666666666677|0|210.0|0|6.869791666666667|0
0|2020-05-01|0.00125|0|0.0|0|248.33333333333334|0|7.53125|0
0|2020-05-02|0.0|0|0.0|0|202.96875|0|9.729166666666666|0
0|2020-05-03|0.0|0|0.0|0|266.6666666666667|0|8.015625|0
0|2020-05-04|0.0|0|0.0|0|182.5|0|5.802083333333333|0
0|2020-05-05|0.0|0|0.0|0|75.36458333333333|0|9.765625|0
0|2020-05-06|0.0|0|0.0|0|280.2083333333333|0|8.859375|0
0|2020-05-07|0.0|0|0.0|0|245.46875|0|12.015625|0
0|2020-05-08|0.0|0|0.0|0|201.09375|0|11.354166666666666|0
0|2020-05-09|0.0|0|0.0|0|269.1145833333333|0|11.776041666666666|0
0|2020-05-10|0.0|0|0.002708333333333333|0|234.73958333333334|0|9.765625|0
0|2020-05-11|0.0020833333333333333|0|0.0|0|297.8645833333333|0|11.135416666666666|0
0|2020-05-12|0.0|0|0.0|0|262.2916666666667|0|9.484375|0
0|2020-05-13|0.0|0|0.0|0|128.54166666666666|0|6.854166666666667|0
0|2020-05-14|0.001875|0|0.008020833333333338|0|178.28125|0|7.984375|0
0|2020-05-15|0.01916666666666667|0|0.017552083333333336|0|197.29166666666666|0|6.515625|0
0|2020-05-16|0.0|0|0.0|0|87.03125|0|6.1875|0
0|2020-05-17|0.0|0|0.020104166666666666|0|88.80208333333333|0|13.109375|0
0|2020-05-18|0.023749999999999997|0|0.05229166666666665|0|87.76041666666667|0|11.692708333333334|0
0|2020-05-19|0.031041666666666665|0|0.0021875000000000006|0|83.69791666666667|0|14.166666666666666|0
0|2020-05-20|0.0004166666666666667|0|0.0|0|100.72916666666667|0|10.369791666666666|0
0|2020-05-21|0.0|0|0.0|0|99.01041666666667|0|8.0625|0
0|2020-05-22|0.0016666666666666668|0|0.0026041666666666665|0|66.51041666666667|0|3.2083333333333335|0
0|2020-05-23|0.0|0|0.0|0|97.39583333333333|0|5.395833333333333|0
0|2020-05-24|0.0|0|0.0|0|177.5|0|6.166666666666667|0
0|2020-05-25|0.0|0|0.0|0|140.98958333333334|0|5.135416666666667|0
0|2020-05-26|0.0|0|0.01578125|0|100.625|0|4.291666666666667|0
0|2020-05-27|0.010416666666666666|0|0.008437500000000002|0|111.97916666666667|0|5.302083333333333|0
0|2020-05-28|0.008541666666666666|0|0.013020833333333337|0|144.79166666666666|0|5.65625|0
0|2020-05-29|0.010208333333333333|0|0.0015624999999999999|0|268.3854166666667|0|8.0625|0
0|2020-05-30|0.0004166666666666667|0|0.0|0|301.9270833333333|0|10.057291666666666|0
0|2020-05-31|0.0|0|0.0|0|168.95833333333334|0|3.803819444444444|0
0|2020-06-01|0.0|0|0.0|0|152.5|0|4.776041666666667|0
0|2020-06-02|0.0|0|0.0|0|236.09375|0|9.307291666666666|0
0|2020-06-03|0.0|0|0.0|0|237.13541666666666|0|8.4375|0
0|2020-06-04|0.0|0|0.0|0|120.625|0|3.234375|0
0|2020-06-05|0.0|0|0.0065625000000000015|0|120.10416666666667|0|2.796875|0
0|2020-06-06|0.005625000000000001|0|0.0|0|253.125|0|6.463541666666667|0
0|2020-06-07|0.0|0|0.0|0|65.46875|0|2.6666666666666665|0
0|2020-06-08|0.0|0|0.0|0|115.55555555555556|0|6.626736111111111|0
0|2020-06-09|0.0|0|0.0004166666666666667|0|145.78125|0|9.375|0
0|2020-06-10|0.00020833333333333335|0|0.001875|0|203.81944444444443|0|14.680555555555555|0
0|2020-06-11|0.0|0|0.0|0|254.94791666666666|0|12.010416666666666|0
0|2020-06-12|0.0|0|0.00453125|0|244.32291666666666|0|6.197916666666667|0
0|2020-06-13|0.0025|0|0.0|0|67.5|0|7.963541666666667|0
0|2020-06-14|0.0|0|0.0|0|63.28125|0|7.416666666666667|0
0|2020-06-15|0.0|0|0.0|0|63.90625|0|5.708333333333333|0
0|2020-06-16|0.0|0|0.0|0|73.02083333333333|0|3.015625|0
0|2020-06-17|0.0|0|0.0|0|63.854166666666664|0|3.4010416666666665|0
0|2020-06-18|0.0|0|0.0|0|50.78125|0|3.71875|0
0|2020-06-19|0.0|0|0.0|0|80.0|0|7.0|0
0|2020-06-20|0.0|0|0.0|0|141.51041666666666|0|5.760416666666667|0
0|2020-06-21|0.00020833333333333335|0|0.0003125|0|138.85416666666666|0|3.1458333333333335|0
0|2020-06-22|0.0|0|0.0|0|127.8125|0|3.359375|0
0|2020-06-23|0.0022916666666666667|0|0.0033333333333333335|0|220.15625|0|9.697916666666666|0
0|2020-06-24|0.0|0|0.0|0|257.2916666666667|0|7.848958333333333|0
0|2020-06-25|0.0|0|0.0|0|201.09375|0|6.203125|0
0|2020-06-26|0.0|0|0.00875|0|115.98958333333333|0|3.4114583333333335|0
0|2020-06-27|0.01375|0|0.0128125|0|252.39583333333334|0|7.828125|0
0|2020-06-28|0.0|0|0.0|0|41.770833333333336|0|1.6458333333333333|0
0|2020-06-29|0.0|0|0.0|0|93.75|0|3.3854166666666665|0
0|2020-06-30|0.0|0|0.0|0|93.55902777777779|0|4.753472222222222|0
0|2020-07-01|0.0|0|0.0|0|92.39583333333333|0|5.369791666666667|0
0|2020-07-02|0.0|0|0.0|0|108.33333333333333|0|2.6354166666666665|0
0|2020-07-03|0.0|0|0.0|0|211.04166666666666|0|4.28125|0
0|2020-07-04|0.0|0|0.0|0|73.21180555555556|0|3.8125|0
0|2020-07-05|0.0|0|0.0|0|79.47916666666667|0|1.3489583333333333|0
0|2020-07-06|0.0|0|0.0|0|120.41666666666667|0|2.8958333333333335|0
0|2020-07-07|0.0|0|0.0|0|154.21875|0|3.1510416666666665|0
0|2020-07-08|0.0|0|0.0|0|60.15625|0|1.7604166666666667|0
0|2020-07-09|0.0|0|0.0|0|85.41666666666667|0|2.4583333333333335|0
0|2020-07-10|0.0|0|0.014114583333333338|0|173.28125|0|6.53125|0
0|2020-07-11|0.009791666666666666|0|0.0|0|286.9791666666667|0|10.125|0
0|2020-07-12|0.0|0|0.0|0|155.3125|0|4.1875|0
0|2020-07-13|0.0|0|0.0|0|262.0833333333333|0|6.4375|0
0|2020-07-14|0.0|0|0.0|0|73.64583333333333|0|2.4583333333333335|0
0|2020-07-15|0.0|0|0.0|0|145.3125|0|5.666666666666667|0
0|2020-07-16|0.0|0|0.0011805555555555556|0|178.92361111111111|0|5.107638888888889|0
0|2020-07-17|0.00125|0|0.0|0|120.20833333333333|0|2.640625|0
0|2020-07-18|0.0|0|0.0|0|164.84375|0|5.3125|0
0|2020-07-19|0.0|0|0.00020833333333333335|0|235.0|0|7.427083333333333|0
0|2020-07-20|0.0007812500000000002|0|0.0|0|222.60416666666666|0|5.067708333333333|0
0|2020-07-21|0.0|0|0.0|0|51.875|0|1.34375|0
0|2020-07-22|0.0|0|0.0003125|0|182.70833333333334|0|5.25|0
0|2020-07-23|0.00020833333333333335|0|0.0|0|81.97916666666667|0|3.078125|0
0|2020-07-24|0.0|0|0.0|0|56.28472222222222|0|2.163194444444444|0
0|2020-07-25|0.0|0|0.0|0|49.479166666666664|0|1.1458333333333333|0
