|dates|Androscoggin_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Androscoggin_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Androscoggin_Maine_UnitedStates.Male_Total_Population.data|Androscoggin_Maine_UnitedStates.Male_Total_Population.missing|Androscoggin_Maine_UnitedStates.Female_Total_Population.data|Androscoggin_Maine_UnitedStates.Female_Total_Population.missing|Androscoggin_Maine_UnitedStates.MaleAndFemale_Under18_Population.data|Androscoggin_Maine_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19091.0|0|52706.0|0|54973.0|0|23332.0|0
