|dates|Bristol_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bristol_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bristol_Massachusetts_UnitedStates.Male_Total_Population.data|Bristol_Massachusetts_UnitedStates.Male_Total_Population.missing|Bristol_Massachusetts_UnitedStates.Female_Total_Population.data|Bristol_Massachusetts_UnitedStates.Female_Total_Population.missing|Bristol_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.data|Bristol_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|95464.0|0|273143.0|0|290879.0|0|116099.0|0
