|dates|Washington_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Washington_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Washington_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Washington_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Washington_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Washington_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Washington_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Washington_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-02|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-03|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-04|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-05|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-06|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-07|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-08|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-09|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-10|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-11|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-12|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-13|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-14|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-15|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-16|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-17|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-18|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-19|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-20|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-21|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-22|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-23|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-24|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-25|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-26|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-27|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-28|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-29|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-30|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-01-31|101602.5|0|5934.5|0|5.518565702967351|0|107537.0|0
0|2020-02-01|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-02|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-03|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-04|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-05|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-06|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-07|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-08|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-09|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-10|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-11|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-12|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-13|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-14|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-15|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-16|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-17|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-18|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-19|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-20|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-21|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-22|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-23|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-24|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-25|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-26|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-27|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-28|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
0|2020-02-29|102059.5|0|6039.5|0|5.587008205441308|0|108099.0|0
