|dates|Lampasas_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lampasas_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lampasas_Texas_UnitedStates.Male_Total_Population.data|Lampasas_Texas_UnitedStates.Male_Total_Population.missing|Lampasas_Texas_UnitedStates.Female_Total_Population.data|Lampasas_Texas_UnitedStates.Female_Total_Population.missing|Lampasas_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Lampasas_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4165.0|0|10461.0|0|10768.0|0|4692.0|0
