|dates|St.Clair_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|St.Clair_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|St.Clair_Illinois_UnitedStates.Male_Total_Population.data|St.Clair_Illinois_UnitedStates.Male_Total_Population.missing|St.Clair_Illinois_UnitedStates.Female_Total_Population.data|St.Clair_Illinois_UnitedStates.Female_Total_Population.missing|St.Clair_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|St.Clair_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|41261.0|0|125939.0|0|135120.0|0|61073.0|0
