|dates|Reagan_Texas_UnitedStates.AveragePrecipitationTotal.data|Reagan_Texas_UnitedStates.AveragePrecipitationTotal.missing|Reagan_Texas_UnitedStates.AveragePrecipitation.data|Reagan_Texas_UnitedStates.AveragePrecipitation.missing|Reagan_Texas_UnitedStates.AverageWindDirection.data|Reagan_Texas_UnitedStates.AverageWindDirection.missing|Reagan_Texas_UnitedStates.AverageWindSpeed.data|Reagan_Texas_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|207.91666666666666|0|12.041666666666666|0
0|2020-01-02|0.0|0|0.0|0|258.125|0|13.291666666666666|0
0|2020-01-03|0.00125|0|0.00125|0|311.6666666666667|0|10.0|0
0|2020-01-04|0.0|0|0.0|0|215.83333333333334|0|7.583333333333333|0
0|2020-01-05|0.0|0|0.0|0|147.08333333333334|0|7.375|0
0|2020-01-06|0.0|0|0.0|0|198.75|0|9.708333333333334|0
0|2020-01-07|0.0|0|0.0|0|183.125|0|7.645833333333333|0
0|2020-01-08|0.0|0|0.0|0|179.16666666666666|0|16.208333333333332|0
0|2020-01-09|0.0|0|0.0|0|189.7222222222222|0|10.458333333333334|0
0|2020-01-10|0.0|0|0.0|0|248.39583333333334|0|12.674999999999999|0
0|2020-01-11|0.0025|0|0.0019444444444444446|0|255.61111111111111|0|10.89861111111111|0
0|2020-01-12|0.0|0|0.0|0|178.75|0|9.458333333333334|0
0|2020-01-13|0.0|0|0.0|0|186.25|0|9.708333333333334|0
0|2020-01-14|0.0|0|0.0|0|197.91666666666666|0|5.916666666666667|0
0|2020-01-15|0.0|0|0.0|0|164.16666666666666|0|7.375|0
0|2020-01-16|0.0|0|0.006145833333333333|0|88.33333333333333|0|13.805555555555552|0
0|2020-01-17|0.007361111111111111|0|0.007430555555555556|0|171.59722222222226|0|7.135416666666667|0
0|2020-01-18|0.0|0|0.0|0|108.88888888888887|0|9.083333333333334|0
0|2020-01-19|0.0|0|0.0|0|100.0|0|9.166666666666666|0
0|2020-01-20|0.0|0|0.0|0|112.91666666666667|0|6.708333333333333|0
0|2020-01-21|0.0|0|0.0020833333333333333|0|152.29166666666666|0|16.354166666666668|0
0|2020-01-22|0.0020833333333333333|0|0.0|0|252.08333333333334|0|11.875|0
0|2020-01-23|0.0|0|0.0|0|172.08333333333334|0|8.125|0
0|2020-01-24|0.0|0|0.0|0|104.79166666666667|0|6.833333333333333|0
0|2020-01-25|0.0|0|0.0|0|223.33333333333334|0|9.625|0
0|2020-01-26|0.0|0|0.0|0|238.33333333333334|0|6.458333333333333|0
0|2020-01-27|0.0|0|0.0|0|211.66666666666666|0|12.416666666666666|0
0|2020-01-28|0.0|0|0.0|0|295.0|0|18.604166666666668|0
0|2020-01-29|0.0|0|0.0|0|121.66666666666667|0|10.541666666666666|0
0|2020-01-30|0.0|0|0.0|0|143.47222222222223|0|7.770833333333333|0
0|2020-01-31|0.0|0|0.0|0|249.375|0|8.9375|0
0|2020-02-01|0.0|0|0.0|0|250.83333333333334|0|9.958333333333334|0
0|2020-02-02|0.0|0|0.0|0|201.66666666666666|0|10.833333333333334|0
0|2020-02-03|0.0|0|0.0|0|202.5|0|12.791666666666666|0
0|2020-02-04|0.0|0|0.017111111111111115|0|101.29166666666667|0|14.322916666666666|0
0|2020-02-05|0.029166666666666664|0|0.008437500000000002|0|231.56845238095238|0|9.770436507936507|0
0|2020-02-06|0.0007738095238095238|0|0.0|0|244.5277777777778|0|9.793650793650793|0
0|2020-02-07|0.0|0|0.0|0|148.125|0|9.916666666666666|0
0|2020-02-08|0.0|0|0.0|0|132.91666666666666|0|9.75|0
0|2020-02-09|0.0|0|0.0|0|161.73611111111111|0|11.0625|0
0|2020-02-10|0.0|0|0.0020833333333333333|0|63.81944444444445|0|10.868055555555557|0
0|2020-02-11|0.0006944444444444445|0|0.0|0|62.22222222222223|0|14.4375|0
0|2020-02-12|0.0|0|0.0|0|271.59722222222223|0|12.215277777777779|0
0|2020-02-13|0.0|0|0.0|0|112.08333333333333|0|9.88888888888889|0
0|2020-02-14|0.0|0|0.0|0|137.36111111111111|0|12.645833333333334|0
0|2020-02-15|0.0|0|0.0|0|181.25|0|8.0|0
0|2020-02-16|0.0|0|0.0|0|233.75|0|9.75|0
0|2020-02-17|0.0|0|0.0|0|186.66666666666666|0|6.916666666666667|0
0|2020-02-18|0.0|0|0.0|0|47.291666666666664|0|13.020833333333334|0
0|2020-02-19|0.0|0|0.010520833333333333|0|69.2013888888889|0|9.305555555555555|0
0|2020-02-20|0.005833333333333334|0|0.0|0|50.208333333333336|0|14.229166666666666|0
0|2020-02-21|0.0|0|0.0|0|133.33333333333334|0|8.458333333333334|0
0|2020-02-22|0.0|0|0.0|0|173.75|0|11.375|0
0|2020-02-23|0.0|0|0.0|0|214.16666666666666|0|12.541666666666666|0
0|2020-02-24|0.0|0|0.0|0|268.75|0|12.083333333333334|0
0|2020-02-25|0.0|0|0.0|0|226.25|0|15.791666666666666|0
0|2020-02-26|0.0|0|0.0|0|296.6666666666667|0|10.291666666666666|0
0|2020-02-27|0.0|0|0.0|0|216.66666666666666|0|9.166666666666666|0
0|2020-02-28|0.0|0|0.0|0|178.33333333333334|0|6.291666666666667|0
0|2020-02-29|0.0|0|0.0|0|183.33333333333334|0|14.25|0
0|2020-03-01|0.0|0|0.0|0|236.25|0|13.333333333333334|0
0|2020-03-02|0.0|0|0.0|0|208.33333333333334|0|9.291666666666666|0
0|2020-03-03|0.0|0|0.0071875|0|123.75|0|10.802083333333334|0
0|2020-03-04|0.008055555555555555|0|0.05399305555555556|0|127.29166666666664|0|12.809027777777779|0
0|2020-03-05|0.05833333333333333|0|0.0|0|205.0|0|10.833333333333334|0
0|2020-03-06|0.0|0|0.0|0|106.66666666666667|0|12.125|0
0|2020-03-07|0.0|0|0.0|0|155.41666666666666|0|15.583333333333334|0
0|2020-03-08|0.0|0|0.0|0|174.58333333333334|0|18.4375|0
0|2020-03-09|0.0020833333333333333|0|0.0020833333333333333|0|238.75|0|10.208333333333334|0
0|2020-03-10|0.0|0|0.0|0|180.97222222222226|0|8.694444444444445|0
0|2020-03-11|0.0|0|0.0|0|205.6597222222222|0|6.798611111111111|0
0|2020-03-12|0.0|0|0.0|0|203.33333333333334|0|7.291666666666667|0
0|2020-03-13|0.0020833333333333333|0|0.0018055555555555557|0|101.875|0|11.680555555555557|0
0|2020-03-14|0.0008333333333333334|0|0.0|0|82.16666666666667|0|8.5|0
0|2020-03-15|0.0|0|0.000625|0|69.75694444444444|0|13.469444444444443|0
0|2020-03-16|0.0008333333333333334|0|0.0|0|63.05555555555555|0|7.25|0
0|2020-03-17|0.0|0|0.0|0|179.58333333333334|0|10.375|0
0|2020-03-18|0.0|0|0.04758333333333334|0|156.36111111111111|0|8.781944444444443|0
