|dates|Sheridan_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sheridan_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sheridan_Nebraska_UnitedStates.Male_Total_Population.data|Sheridan_Nebraska_UnitedStates.Male_Total_Population.missing|Sheridan_Nebraska_UnitedStates.Female_Total_Population.data|Sheridan_Nebraska_UnitedStates.Female_Total_Population.missing|Sheridan_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Sheridan_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1393.0|0|2546.0|0|2644.0|0|1149.0|0
