|dates|Southampton_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Southampton_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Southampton_Virginia_UnitedStates.Male_Total_Population.data|Southampton_Virginia_UnitedStates.Male_Total_Population.missing|Southampton_Virginia_UnitedStates.Female_Total_Population.data|Southampton_Virginia_UnitedStates.Female_Total_Population.missing|Southampton_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Southampton_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3556.0|0|9142.0|0|8444.0|0|3197.0|0
