|dates|Moore_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Moore_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Moore_NorthCarolina_UnitedStates.Male_Total_Population.data|Moore_NorthCarolina_UnitedStates.Male_Total_Population.missing|Moore_NorthCarolina_UnitedStates.Female_Total_Population.data|Moore_NorthCarolina_UnitedStates.Female_Total_Population.missing|Moore_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Moore_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23628.0|0|47539.0|0|51143.0|0|21026.0|0
