|dates|Lake_Montana_UnitedStates.BLS_EmployedPopulation.data|Lake_Montana_UnitedStates.BLS_EmployedPopulation.missing|Lake_Montana_UnitedStates.BLS_UnemployedPopulation.data|Lake_Montana_UnitedStates.BLS_UnemployedPopulation.missing|Lake_Montana_UnitedStates.BLS_UnemploymentRate.data|Lake_Montana_UnitedStates.BLS_UnemploymentRate.missing|Lake_Montana_UnitedStates.BLS_LaborForcePopulation.data|Lake_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-02|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-03|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-04|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-05|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-06|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-07|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-08|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-09|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-10|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-11|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-12|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-13|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-14|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-15|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-16|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-17|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-18|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-19|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-20|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-21|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-22|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-23|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-24|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-25|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-26|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-27|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-28|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-29|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-30|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-01-31|12573.5|0|784.5|0|5.872885162449468|0|13358.0|0
0|2020-02-01|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-02|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-03|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-04|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-05|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-06|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-07|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-08|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-09|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-10|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-11|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-12|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-13|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-14|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-15|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-16|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-17|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-18|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-19|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-20|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-21|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-22|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-23|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-24|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-25|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-26|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-27|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-28|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-02-29|12687.0|0|734.5|0|5.472562679283239|0|13421.5|0
0|2020-03-01|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-02|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-03|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-04|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-05|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-06|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-07|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-08|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-09|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-10|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-11|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-12|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-13|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-14|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-15|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-16|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-17|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
0|2020-03-18|12799.5|0|740.5|0|5.4689807976366325|0|13540.0|0
