|dates|SanJuan_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanJuan_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanJuan_Washington_UnitedStates.Male_Total_Population.data|SanJuan_Washington_UnitedStates.Male_Total_Population.missing|SanJuan_Washington_UnitedStates.Female_Total_Population.data|SanJuan_Washington_UnitedStates.Female_Total_Population.missing|SanJuan_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|SanJuan_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5839.0|0|8286.0|0|8842.0|0|2225.0|0
