|dates|Monroe_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monroe_Michigan_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monroe_Michigan_UnitedStates.Male_Total_Population.data|Monroe_Michigan_UnitedStates.Male_Total_Population.missing|Monroe_Michigan_UnitedStates.Female_Total_Population.data|Monroe_Michigan_UnitedStates.Female_Total_Population.missing|Monroe_Michigan_UnitedStates.MaleAndFemale_Under18_Population.data|Monroe_Michigan_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|27262.0|0|74251.0|0|76188.0|0|32193.0|0
