|dates|Penobscot_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Penobscot_Maine_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Penobscot_Maine_UnitedStates.Male_Total_Population.data|Penobscot_Maine_UnitedStates.Male_Total_Population.missing|Penobscot_Maine_UnitedStates.Female_Total_Population.data|Penobscot_Maine_UnitedStates.Female_Total_Population.missing|Penobscot_Maine_UnitedStates.MaleAndFemale_Under18_Population.data|Penobscot_Maine_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|28204.0|0|74754.0|0|76342.0|0|27394.0|0
