|dates|Sauk_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sauk_Wisconsin_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sauk_Wisconsin_UnitedStates.Male_Total_Population.data|Sauk_Wisconsin_UnitedStates.Male_Total_Population.missing|Sauk_Wisconsin_UnitedStates.Female_Total_Population.data|Sauk_Wisconsin_UnitedStates.Female_Total_Population.missing|Sauk_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.data|Sauk_Wisconsin_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|11900.0|0|32060.0|0|32189.0|0|14644.0|0
