|dates|Edgar_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Edgar_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Edgar_Illinois_UnitedStates.Male_Total_Population.data|Edgar_Illinois_UnitedStates.Male_Total_Population.missing|Edgar_Illinois_UnitedStates.Female_Total_Population.data|Edgar_Illinois_UnitedStates.Female_Total_Population.missing|Edgar_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Edgar_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3777.0|0|8510.0|0|8850.0|0|3540.0|0
