|dates|Barnes_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Barnes_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Barnes_NorthDakota_UnitedStates.Male_Total_Population.data|Barnes_NorthDakota_UnitedStates.Male_Total_Population.missing|Barnes_NorthDakota_UnitedStates.Female_Total_Population.data|Barnes_NorthDakota_UnitedStates.Female_Total_Population.missing|Barnes_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Barnes_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2401.0|0|5315.0|0|5227.0|0|2110.0|0
