|dates|Ulster_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ulster_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ulster_NewYork_UnitedStates.Male_Total_Population.data|Ulster_NewYork_UnitedStates.Male_Total_Population.missing|Ulster_NewYork_UnitedStates.Female_Total_Population.data|Ulster_NewYork_UnitedStates.Female_Total_Population.missing|Ulster_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Ulster_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|35328.0|0|88505.0|0|90094.0|0|31517.0|0
