|dates|Alachua_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Alachua_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Alachua_Florida_UnitedStates.Male_Total_Population.data|Alachua_Florida_UnitedStates.Male_Total_Population.missing|Alachua_Florida_UnitedStates.Female_Total_Population.data|Alachua_Florida_UnitedStates.Female_Total_Population.missing|Alachua_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Alachua_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|37836.0|0|130428.0|0|139528.0|0|48541.0|0
