|dates|Billings_NorthDakota_UnitedStates.BLS_EmployedPopulation.data|Billings_NorthDakota_UnitedStates.BLS_EmployedPopulation.missing|Billings_NorthDakota_UnitedStates.BLS_UnemployedPopulation.data|Billings_NorthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Billings_NorthDakota_UnitedStates.BLS_UnemploymentRate.data|Billings_NorthDakota_UnitedStates.BLS_UnemploymentRate.missing|Billings_NorthDakota_UnitedStates.BLS_LaborForcePopulation.data|Billings_NorthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-02|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-03|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-04|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-05|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-06|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-07|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-08|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-09|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-10|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-11|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-12|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-13|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-14|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-15|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-16|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-17|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-18|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-19|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-20|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-21|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-22|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-23|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-24|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-25|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-26|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-27|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-28|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-29|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-30|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-01-31|354.0|0|12.5|0|3.4106412005457027|0|366.5|0
0|2020-02-01|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-02|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-03|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-04|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-05|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-06|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-07|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-08|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-09|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-10|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-11|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-12|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-13|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-14|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-15|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-16|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-17|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-18|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-19|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-20|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-21|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-22|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-23|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-24|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-25|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-26|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-27|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-28|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-02-29|356.0|0|10.0|0|2.73224043715847|0|366.0|0
0|2020-03-01|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-02|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-03|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-04|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-05|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-06|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-07|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-08|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-09|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-10|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-11|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-12|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-13|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-14|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-15|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-16|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-17|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-18|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-19|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-20|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-21|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-22|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-23|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-24|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-25|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-26|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-27|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-28|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-29|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-30|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-03-31|365.0|0|12.0|0|3.183023872679045|0|377.0|0
0|2020-04-01|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-02|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-03|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-04|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-05|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-06|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-07|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-08|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-09|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-10|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-11|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-12|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-13|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-14|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-15|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-16|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-17|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-18|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-19|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-20|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-21|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-22|358.5|0|22.5|0|5.905511811023622|0|381.0|0
0|2020-04-23|358.5|0|22.5|0|5.905511811023622|0|381.0|0
