|dates|Jefferson_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Idaho_UnitedStates.Male_Total_Population.data|Jefferson_Idaho_UnitedStates.Male_Total_Population.missing|Jefferson_Idaho_UnitedStates.Female_Total_Population.data|Jefferson_Idaho_UnitedStates.Female_Total_Population.missing|Jefferson_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3385.0|0|14952.0|0|14487.0|0|10040.0|0
