|dates|Warren_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Warren_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Warren_NewJersey_UnitedStates.Male_Total_Population.data|Warren_NewJersey_UnitedStates.Male_Total_Population.missing|Warren_NewJersey_UnitedStates.Female_Total_Population.data|Warren_NewJersey_UnitedStates.Female_Total_Population.missing|Warren_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Warren_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19230.0|0|51787.0|0|53992.0|0|20815.0|0
