|dates|Gordon_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gordon_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gordon_Georgia_UnitedStates.Male_Total_Population.data|Gordon_Georgia_UnitedStates.Male_Total_Population.missing|Gordon_Georgia_UnitedStates.Female_Total_Population.data|Gordon_Georgia_UnitedStates.Female_Total_Population.missing|Gordon_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Gordon_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8560.0|0|28429.0|0|29256.0|0|14047.0|0
