|dates|Greene_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greene_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greene_Pennsylvania_UnitedStates.Male_Total_Population.data|Greene_Pennsylvania_UnitedStates.Male_Total_Population.missing|Greene_Pennsylvania_UnitedStates.Female_Total_Population.data|Greene_Pennsylvania_UnitedStates.Female_Total_Population.missing|Greene_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Greene_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6896.0|0|18903.0|0|17603.0|0|7075.0|0
