|dates|Custer_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Custer_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Custer_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Custer_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Custer_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Custer_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Custer_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Custer_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|1022.0|0|0.0|100|14.0|0|0.0|100
