|dates|Parke_Indiana_UnitedStates.BLS_EmployedPopulation.data|Parke_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Parke_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Parke_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Parke_Indiana_UnitedStates.BLS_UnemploymentRate.data|Parke_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Parke_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Parke_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-02|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-03|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-04|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-05|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-06|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-07|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-08|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-09|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-10|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-11|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-12|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-13|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-14|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-15|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-16|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-17|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-18|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-19|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-20|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-21|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-22|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-23|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-24|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-25|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-26|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-27|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-28|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-29|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-30|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-01-31|6537.0|0|292.5|0|4.282890401932791|0|6829.5|0
0|2020-02-01|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-02|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-03|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-04|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-05|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-06|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-07|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-08|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-09|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-10|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-11|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-12|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-13|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-14|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-15|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-16|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-17|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-18|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-19|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-20|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-21|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-22|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-23|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-24|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-25|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-26|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-27|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-28|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-02-29|6492.0|0|262.0|0|3.87918270654427|0|6754.0|0
0|2020-03-01|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-02|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-03|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-04|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-05|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-06|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-07|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-08|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-09|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-10|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-11|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-12|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-13|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-14|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-15|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-16|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-17|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-18|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-19|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-20|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-21|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-22|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-23|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-24|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-25|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-26|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-27|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-28|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-29|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-30|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-03-31|6301.0|0|248.0|0|3.78683768514277|0|6549.0|0
0|2020-04-01|5548.0|0|717.0|0|11.444533120510775|0|6265.0|0
0|2020-04-02|5548.0|0|717.0|0|11.444533120510775|0|6265.0|0
0|2020-04-03|5548.0|0|717.0|0|11.444533120510775|0|6265.0|0
0|2020-04-04|5548.0|0|717.0|0|11.444533120510775|0|6265.0|0
0|2020-04-05|5548.0|0|717.0|0|11.444533120510775|0|6265.0|0
0|2020-04-06|5548.0|0|717.0|0|11.444533120510775|0|6265.0|0
0|2020-04-07|5548.0|0|717.0|0|11.444533120510775|0|6265.0|0
