|dates|Harper_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harper_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harper_Oklahoma_UnitedStates.Male_Total_Population.data|Harper_Oklahoma_UnitedStates.Male_Total_Population.missing|Harper_Oklahoma_UnitedStates.Female_Total_Population.data|Harper_Oklahoma_UnitedStates.Female_Total_Population.missing|Harper_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Harper_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|686.0|0|1898.0|0|1899.0|0|1019.0|0
