|dates|Matanuska-Susitna_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Matanuska-Susitna_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Matanuska-Susitna_Alaska_UnitedStates.Male_Total_Population.data|Matanuska-Susitna_Alaska_UnitedStates.Male_Total_Population.missing|Matanuska-Susitna_Alaska_UnitedStates.Female_Total_Population.data|Matanuska-Susitna_Alaska_UnitedStates.Female_Total_Population.missing|Matanuska-Susitna_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Matanuska-Susitna_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|12814.0|0|55867.0|0|51743.0|0|28860.0|0
