|dates|Cibola_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cibola_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cibola_NewMexico_UnitedStates.Male_Total_Population.data|Cibola_NewMexico_UnitedStates.Male_Total_Population.missing|Cibola_NewMexico_UnitedStates.Female_Total_Population.data|Cibola_NewMexico_UnitedStates.Female_Total_Population.missing|Cibola_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Cibola_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4306.0|0|13666.0|0|13080.0|0|6309.0|0
