|dates|Sterling_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sterling_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sterling_Texas_UnitedStates.Male_Total_Population.data|Sterling_Texas_UnitedStates.Male_Total_Population.missing|Sterling_Texas_UnitedStates.Female_Total_Population.data|Sterling_Texas_UnitedStates.Female_Total_Population.missing|Sterling_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Sterling_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2020-05-21|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-05-22|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-05-23|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-05-24|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-05-25|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-05-26|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-05-27|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-05-28|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-05-29|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-05-30|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-05-31|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-01|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-02|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-03|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-04|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-05|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-06|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-07|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-08|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-09|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-10|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-11|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-12|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-13|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-14|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-15|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-16|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-17|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-18|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-19|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-20|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-21|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-22|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-23|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-24|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-25|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-26|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-27|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-28|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-29|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-06-30|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-01|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-02|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-03|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-04|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-05|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-06|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-07|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-08|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-09|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-10|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-11|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-12|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-13|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-14|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-15|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-16|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-17|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-18|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-19|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-20|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-21|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-22|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-23|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-24|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-25|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-26|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-27|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-28|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-29|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-30|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-07-31|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-01|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-02|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-03|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-04|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-05|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-06|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-07|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-08|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-09|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-10|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-11|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-12|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-13|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-14|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-15|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-16|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-17|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-18|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-19|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-20|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-21|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-22|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-23|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-24|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-25|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-26|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-27|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-28|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-29|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-30|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-08-31|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-01|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-02|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-03|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-04|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-05|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-06|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-07|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-08|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-09|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-10|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-11|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-12|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-13|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-14|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-15|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-16|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-17|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-18|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-19|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-20|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-21|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-22|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-23|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-24|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-25|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-26|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-27|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-28|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-29|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-09-30|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-01|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-02|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-03|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-04|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-05|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-06|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-07|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-08|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-09|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-10|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-11|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-12|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-13|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-14|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-15|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-16|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-17|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-18|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-19|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-20|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-21|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-22|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-23|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-24|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-25|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-26|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-27|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-28|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-29|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-30|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-10-31|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-01|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-02|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-03|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-04|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-05|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-06|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-07|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-08|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-09|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-10|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-11|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-12|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-13|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-14|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-15|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-16|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-17|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-18|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-19|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-20|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-21|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-22|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-23|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-24|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-25|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-26|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-27|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-28|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-29|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-11-30|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-01|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-02|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-03|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-04|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-05|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-06|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-07|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-08|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-09|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-10|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-11|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-12|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-13|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-14|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-15|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-16|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-17|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-18|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-19|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-20|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-21|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-22|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-23|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-24|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-25|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-26|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-27|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-28|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-29|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-30|189.0|0|668.0|0|643.0|0|373.0|0
0|2020-12-31|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-01|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-02|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-03|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-04|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-05|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-06|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-07|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-08|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-09|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-10|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-11|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-12|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-13|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-14|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-15|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-16|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-17|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-18|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-19|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-20|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-21|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-22|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-23|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-24|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-25|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-26|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-27|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-28|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-29|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-30|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-01-31|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-02-01|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-02-02|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-02-03|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-02-04|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-02-05|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-02-06|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-02-07|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-02-08|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-02-09|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-02-10|189.0|0|668.0|0|643.0|0|373.0|0
0|2021-02-11|189.0|0|668.0|0|643.0|0|373.0|0
