|dates|Hughes_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hughes_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hughes_Oklahoma_UnitedStates.Male_Total_Population.data|Hughes_Oklahoma_UnitedStates.Male_Total_Population.missing|Hughes_Oklahoma_UnitedStates.Female_Total_Population.data|Hughes_Oklahoma_UnitedStates.Female_Total_Population.missing|Hughes_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Hughes_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2509.0|0|7182.0|0|6153.0|0|2900.0|0
