|dates|Collin_Texas_UnitedStates.BLS_EmployedPopulation.data|Collin_Texas_UnitedStates.BLS_EmployedPopulation.missing|Collin_Texas_UnitedStates.BLS_UnemployedPopulation.data|Collin_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Collin_Texas_UnitedStates.BLS_UnemploymentRate.data|Collin_Texas_UnitedStates.BLS_UnemploymentRate.missing|Collin_Texas_UnitedStates.BLS_LaborForcePopulation.data|Collin_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-02|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-03|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-04|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-05|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-06|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-07|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-08|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-09|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-10|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-11|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-12|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-13|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-14|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-15|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-16|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-17|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-18|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-19|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-20|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-21|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-22|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-23|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-24|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-25|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-26|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-27|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-28|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-29|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
0|2020-01-30|557579.0|0|17747.0|0|3.084685899820276|0|575326.0|0
