|dates|Phelps_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Phelps_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Phelps_Nebraska_UnitedStates.Male_Total_Population.data|Phelps_Nebraska_UnitedStates.Male_Total_Population.missing|Phelps_Nebraska_UnitedStates.Female_Total_Population.data|Phelps_Nebraska_UnitedStates.Female_Total_Population.missing|Phelps_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Phelps_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1864.0|0|4511.0|0|4485.0|0|2137.0|0
