|dates|Hawkins_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Hawkins_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Hawkins_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Hawkins_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Hawkins_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Hawkins_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Hawkins_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Hawkins_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-02|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-03|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-04|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-05|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-06|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-07|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-08|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-09|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-10|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-11|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-12|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-13|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-14|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-15|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-16|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-17|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-18|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-19|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-20|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-21|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-22|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-23|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-24|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-25|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-26|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-27|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-28|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-29|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-30|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-01-31|22715.5|0|1209.5|0|5.0553814002089865|0|23925.0|0
0|2020-02-01|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-02|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-03|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-04|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-05|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-06|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-07|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-08|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-09|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-10|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-11|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-12|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-13|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-14|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-15|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-16|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-17|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-18|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-19|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-20|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-21|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-22|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-23|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-24|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-25|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-26|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-27|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-28|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-02-29|22764.0|0|1144.0|0|4.785009201940773|0|23908.0|0
0|2020-03-01|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-02|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-03|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-04|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-05|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-06|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-07|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-08|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-09|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-10|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-11|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-12|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-13|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-14|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-15|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-16|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-17|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-18|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-19|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-20|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-21|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-22|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-23|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-24|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-25|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-26|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-27|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-28|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-29|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-30|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-03-31|22803.0|0|1128.5|0|4.715542276915363|0|23931.5|0
0|2020-04-01|19527.0|0|3599.0|0|15.562570267231687|0|23126.0|0
0|2020-04-02|19527.0|0|3599.0|0|15.562570267231687|0|23126.0|0
0|2020-04-03|19527.0|0|3599.0|0|15.562570267231687|0|23126.0|0
0|2020-04-04|19527.0|0|3599.0|0|15.562570267231687|0|23126.0|0
0|2020-04-05|19527.0|0|3599.0|0|15.562570267231687|0|23126.0|0
0|2020-04-06|19527.0|0|3599.0|0|15.562570267231687|0|23126.0|0
0|2020-04-07|19527.0|0|3599.0|0|15.562570267231687|0|23126.0|0
0|2020-04-08|19527.0|0|3599.0|0|15.562570267231687|0|23126.0|0
0|2020-04-09|19527.0|0|3599.0|0|15.562570267231687|0|23126.0|0
0|2020-04-10|19527.0|0|3599.0|0|15.562570267231687|0|23126.0|0
0|2020-04-11|19527.0|0|3599.0|0|15.562570267231687|0|23126.0|0
0|2020-04-12|19527.0|0|3599.0|0|15.562570267231687|0|23126.0|0
